TTDTargetID	Target_Name	Indication	症状	ICD9	ICD10
T57585	Chloride channel	Cystic fibrosis	囊性纤维化	277	E84
T57585	Chloride channel	Glioma	胶质瘤	191	C71
T57585	Chloride channel	Onchocerciasis	盘尾丝虫病		B73
T57654	Viral protein	Influenza A infection	甲型流感感染		"J10, J11"
T57680	Soluble guanylate cyclase	Angina pectoris	心绞痛	413	I20
T57699	Omega 1 Benzodiazepine receptor	Fibromyalgia; Insomnia	纤维肌痛失眠	"307.4, 327.0, 729.1"	"F51.0, G47.0, M79.7"
T57700	Mast/stem cell growth factor receptor	Cancer	癌症	140-229	C00-C96
T57700	Mast/stem cell growth factor receptor	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T57700	Mast/stem cell growth factor receptor	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T57862	human papillomaviru 9-valent	Human papillomavirus infections	人乳头瘤病毒感染	078.1079.4	B97.7
T57943	Apopain	Cancer	癌症	140-229	C00-C96
T58093	Peptide deformylase	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T58093	Peptide deformylase	Infection of P. falciparum 	恶性疟原虫的感染	84	B50-B54
T58184	Ribosome	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T58203	Glutamatergc system	Schizophrenia	精神分裂症	295	F20
T58238	T-lymphocyte activation antigen CD80	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T58238	T-lymphocyte activation antigen CD80	Lymphoma	淋巴瘤	"202.8, 208.9"	C81-C86
T58238	T-lymphocyte activation antigen CD80	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T58238	T-lymphocyte activation antigen CD80	Transplant rejection	移植排斥	"279.5, 996"	"D89.8, T86"
T58454	Fibroblast growth factor receptor 2	Cancer	癌症	140-229	C00-C96
T58454	Fibroblast growth factor receptor 2	Chronic HCV infection	慢性HCV感染	"070.4, 070.5, 070.70"	"B17.1, B18.2"
T58454	Fibroblast growth factor receptor 2	Oral mucositis	口腔粘膜炎	528	K12.3
T58454	Fibroblast growth factor receptor 2	Periodontitis	牙周炎	523.5	K05.4
T58479	mRNA of VEGF	Macular degeneration	黄斑变性	362.5	H35.3
T58496	Transient receptor potential cation channel subfamily V member 3	Major depressive disorder	严重抑郁症	"296.2, 296.3, 710.0"	"F32, F33, M32"
T58496	Transient receptor potential cation channel subfamily V member 3	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T58589	B1 bradykinin receptor	Diabetic macular edema	糖尿病性黄斑水肿	"250, 362.01, 362.07, 362.53, 782.3"	"E08-E13, E08.3, E09.3, E10.3, E11.3, E13.3, H35.8, R60.9"
T58589	B1 bradykinin receptor	Osteoarthritis	骨关节炎	715	"M15-M19, M47"
T58589	B1 bradykinin receptor	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T58589	B1 bradykinin receptor	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T58716	Sphingomyelin phosphodiesterase 4	Depression	萧条	311	F30-F39
T58902	Tau aggregation	Acute myeloid leukemia	急性粒细胞白血病	205	C92.0
T58920	Thyrotropin releasing hormone	Dementia	痴呆	290-294	F01-F07
T58920	Thyrotropin releasing hormone	Parkinson's disease	帕金森氏病	332	G20
T58921	Peroxisome proliferator activated receptor gamma	Alzheimer disease	老年痴呆症	331	G30
T58921	Peroxisome proliferator activated receptor gamma	Alzheimer disease; Type 2 diabetes	阿尔茨海默氏病； 2型糖尿病	"331, 250"	"G30, E11"
T58921	Peroxisome proliferator activated receptor gamma	Diabetes	糖尿病	"253.5, 588.1"	"E23.2, N25.1"
T58921	Peroxisome proliferator activated receptor gamma	Drug abuse	吸毒	303-304	F10-F19
T58921	Peroxisome proliferator activated receptor gamma	Endometriosis	子宫内膜异位症	617	N80
T58921	Peroxisome proliferator activated receptor gamma	Gout	痛风	274.00274.1274.8274.9	M10
T58921	Peroxisome proliferator activated receptor gamma	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T58921	Peroxisome proliferator activated receptor gamma	Nicotine dependence	尼古丁依赖	305.1	F17
T58921	Peroxisome proliferator activated receptor gamma	Non-alcoholic fatty liver disease	非酒精性脂肪肝疾病	571.8	K76.0
T58921	Peroxisome proliferator activated receptor gamma	Obesity	肥胖	278	E66
T58921	Peroxisome proliferator activated receptor gamma	Ocular inflammation	眼部炎症	370.33	H16.229
T58921	Peroxisome proliferator activated receptor gamma	Type 1 diabetes	1型糖尿病	250	E10
T58921	Peroxisome proliferator activated receptor gamma	Type 2 diabetes	2型糖尿病	250	E11
T58970	Mitogen-activated protein kinase 1	Cancer	癌症	140-229	C00-C96
T58970	Mitogen-activated protein kinase 1	Restenosis	再狭窄		I51.89
T58970	Mitogen-activated protein kinase 1	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T58992	Delta-type opioid receptor	Acute migraine	急性偏头痛	346	G43
T58992	Delta-type opioid receptor	Acute nonspecific diarrhea; Chronic diarrhea associated with inflammatory bowel disease	急性非特异性腹泻；与炎症性肠病有关的慢性腹泻		"K50, K60"
T58992	Delta-type opioid receptor	Alcohol use disorders	饮酒障碍	303	F10.2
T58992	Delta-type opioid receptor	Anxiety disorder	焦虑症	"300, 311"	"F32, F40-F42"
T58992	Delta-type opioid receptor	Bladder disease	膀胱疾病		N30-N32
T58992	Delta-type opioid receptor	Cough	咳嗽	786.2	R05
T58992	Delta-type opioid receptor	Diarrhea-predominant IBS	腹泻为主的IBS	564.1	K58.0
T58992	Delta-type opioid receptor	Ischemic heart diseases	缺血性心脏病	410-414	I20-I25
T58992	Delta-type opioid receptor	Major depressive disorder	严重抑郁症	"296.2, 296.3, 710.0"	"F32, F33, M32"
T58992	Delta-type opioid receptor	Moderate-to-severe pain	中度至重度疼痛		"R52, G89"
T58992	Delta-type opioid receptor	Overactive bladder disorder	膀胱过度活动症	"188, 596.51"	"C67, N32.81"
T58992	Delta-type opioid receptor	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T58992	Delta-type opioid receptor	Premature ejaculation	早泄	302.75	F52.4
T58992	Delta-type opioid receptor	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T58992	Delta-type opioid receptor	Urinary incontinence	尿失禁	788.3	"N39.3, N39.4, R32"
T59045	"4-aminobutyrate aminotransferase, mitochondrial"	Dementia	痴呆	290-294	F01-F07
T59045	"4-aminobutyrate aminotransferase, mitochondrial"	Dietary shortage	饮食不足	260-269	E40-E46
T59045	"4-aminobutyrate aminotransferase, mitochondrial"	Dietary shortage; Glioma	饮食不足；胶质瘤	"260-269, 191"	"E40-E46, C71"
T59045	"4-aminobutyrate aminotransferase, mitochondrial"	Epilepsy; Infantile spasms; Complex partial seizures	癫痫;小儿痉挛；复杂的部分发作	"345, 345.4, 345.5, 345.9, 728.85, 780.3"	"G40, G40.2, P90, R25.2, R56"
T59045	"4-aminobutyrate aminotransferase, mitochondrial"	Infantile spasms	婴儿痉挛		G40.4
T59045	"4-aminobutyrate aminotransferase, mitochondrial"	Seizures	癫痫发作	"345.9, 780.3"	"G40, P90, R56"
T59045	"4-aminobutyrate aminotransferase, mitochondrial"	Substance dependence	物质依赖		F10-F19
T59056	Aldosterone synthase	Cushing's disease	库欣病	255	E24.0
T59102	Beta platelet-derived growth factor receptor	Brain injury	脑损伤		S09.90
T59102	Beta platelet-derived growth factor receptor	Diabetes	糖尿病	"253.5, 588.1"	"E23.2, N25.1"
T59102	Beta platelet-derived growth factor receptor	Non-small cell lung cancer	非小细胞肺癌		C33-C34
T59102	Beta platelet-derived growth factor receptor	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T59122	CD58	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T59156	Nuclear factor kappa B	Acute liver failure	急性肝衰竭		K72
T59156	Nuclear factor kappa B	Gynecological disorder	妇科疾病		N70-N98
T59156	Nuclear factor kappa B	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T59156	Nuclear factor kappa B	Skin infections	皮肤感染	680-709	L00-L99
T59156	Nuclear factor kappa B	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T59156	Nuclear factor kappa B	Unspecified	未指定		
T59174	Sodium hydrogen exchanger	Hypertension	高血压	401	I10-I16
T59174	Sodium hydrogen exchanger	Myocardial infarction	心肌梗塞	410	"I21, I22"
T59273	mRNA of PLK1	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T59328	Epidermal growth factor receptor	Advanced cancers	晚期癌症	140-229	C00-C96
T59328	Epidermal growth factor receptor	Brain cancer	脑癌	"191, 225.0"	"C71, D33"
T59328	Epidermal growth factor receptor	Brain cancer; Glioblastoma multiforme	脑癌;胶质母细胞瘤	"191, 225.0"	"C71, D33"
T59328	Epidermal growth factor receptor	Breast cancer	乳腺癌	"174, 175"	C50
T59328	Epidermal growth factor receptor	Cancer	癌症	140-229	C00-C96
T59328	Epidermal growth factor receptor	Cerebrovascular ischaemia	脑血管缺血	434.91	I61-I63
T59328	Epidermal growth factor receptor	Chronic lymphocytic leukaemia	慢性淋巴细胞性白血病		C91
T59328	Epidermal growth factor receptor	Colon cancer; Glioma; Breast cancer; Head and neck cancer	结肠癌;胶质瘤;乳腺癌;头颈癌	"140-149, 140-229, 183, 191"	"C00-C96, C07-C14, C32, C33, C56, C71"
T59328	Epidermal growth factor receptor	Colorectal cancer	大肠癌	"153, 154"	C18-C21
T59328	Epidermal growth factor receptor	Colorectal cancer; Squamous Non-small-cell lung cancer	大肠癌；鳞状非小细胞肺癌	"153, 154, 140-229, 162, 204.0"	"C18-C21, C33, C33-C34, C34, C91.0"
T59328	Epidermal growth factor receptor	Cryptosporidium infection	隐孢子虫感染		A07.2
T59328	Epidermal growth factor receptor	Diabetic foot ulcer	糖尿病足溃疡	707	L88-L89
T59328	Epidermal growth factor receptor	Esophageal cancer	食道癌	150	C15
T59328	Epidermal growth factor receptor	Gastric cancer	胃癌	151	C16
T59328	Epidermal growth factor receptor	Gastric cancer; Non-small cell lung cancer	胃癌;非小细胞肺癌	151	"C16, C33-C34"
T59328	Epidermal growth factor receptor	Gastrointestinal disease	肠胃疾病		K00-K93
T59328	Epidermal growth factor receptor	Glioblastoma multiforme	胶质母细胞瘤	191	C71
T59328	Epidermal growth factor receptor	Glioma	胶质瘤	191	C71
T59328	Epidermal growth factor receptor	Head and neck cancer	头颈癌	"140-149, 140-229"	"C07-C14, C32-C33"
T59328	Epidermal growth factor receptor	Head and neck squamous cell carcinoma	头颈部鳞状细胞癌	199	C44
T59328	Epidermal growth factor receptor	Inflammatory breast cancer	炎性乳腺癌	"174, 175"	C50
T59328	Epidermal growth factor receptor	Locally advanced head and neck cancer	局部晚期头颈癌	140-149	"C07-C14, C32, C33"
T59328	Epidermal growth factor receptor	Lung cancer	肺癌	162	C33-C34
T59328	Epidermal growth factor receptor	Lymphoma	淋巴瘤	"202.8, 208.9"	C81-C86
T59328	Epidermal growth factor receptor	Malignant tumor	恶性肿瘤	140-199	"C00-C75, C7A, C7B"
T59328	Epidermal growth factor receptor	Melanoma	黑色素瘤	172	C43
T59328	Epidermal growth factor receptor	Metastatic colorectal cancer	转移性结直肠癌	"153, 154"	C18-C21
T59328	Epidermal growth factor receptor	Non-small cell lung cancer	非小细胞肺癌		C33-C34
T59328	Epidermal growth factor receptor	Ovarian cancer	卵巢癌	183	C56
T59328	Epidermal growth factor receptor	Pancreatic cancer	胰腺癌	"140-199, 140-229, 157, 210-229"	C25
T59328	Epidermal growth factor receptor	Psoriasis	银屑病	696	L40
T59328	Epidermal growth factor receptor	Refractory breast cancer	难治性乳腺癌	"174, 175"	C50
T59328	Epidermal growth factor receptor	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T59328	Epidermal growth factor receptor	Unspecified	未指定		
T59328	Epidermal growth factor receptor	Urethral cancer; Bladder cancer; Ovarian cancer; Prostate cancer; Breast cancer	尿道癌；膀胱癌;卵巢癌;前列腺癌;乳腺癌	"140-229, 174, 175, 183, 188"	"C50, C56, C67"
T59328	Epidermal growth factor receptor	Vulnerary	伤药		S00-T98
T59550	CI Man-6-P receptor	Cancer	癌症	140-229	C00-C96
T59550	CI Man-6-P receptor	Fibrosis	纤维化	709.2	L90.5
T59550	CI Man-6-P receptor	Scar tissue	疤痕组织		L00-L99
T59563	G-protein-coupled receptor	Depression	萧条	311	F30-F39
T59604	Growth hormone secretagogue receptor type 1	Alcohol use disorders	饮酒障碍	303	F10.2
T59604	Growth hormone secretagogue receptor type 1	Anorexia nervosa cachexia	神经性厌食症	"307.1, 799.4"	F50.0-F50.1
T59604	Growth hormone secretagogue receptor type 1	Cachexia	恶病质	799.4	R64
T59604	Growth hormone secretagogue receptor type 1	Cancer	癌症	140-229	C00-C96
T59604	Growth hormone secretagogue receptor type 1	Carbohydrate metabolism disorder	碳水化合物代谢异常		E73-E74
T59604	Growth hormone secretagogue receptor type 1	Fibromyalgia	纤维肌痛	729.1	M79.7
T59604	Growth hormone secretagogue receptor type 1	Frailty	虚弱		R54
T59604	Growth hormone secretagogue receptor type 1	Functional bowel disorder	功能性肠病		K00-K93
T59604	Growth hormone secretagogue receptor type 1	Gastric motility disorder	胃动力障碍		K22.4
T59604	Growth hormone secretagogue receptor type 1	Growth hormone deficiency	生长激素缺乏症	"253.0, 253.3"	"E22.0, E23.0"
T59604	Growth hormone secretagogue receptor type 1	Ileus; Gastroparesis; Miscellaneous gastrointestinal disorders	鸢尾;胃轻瘫;杂项胃肠道疾病	"530-558, 536.3, 537.2, 560.1, 560.31, 777.1, 777.4"	"K20-K64, K31.5, K31.8, K56.0, K56.3, K56.7, P76.1"
T59604	Growth hormone secretagogue receptor type 1	Metabolic disorders	代谢紊乱	270-279	E70-E89
T59604	Growth hormone secretagogue receptor type 1	Obesity	肥胖	278	E66
T59604	Growth hormone secretagogue receptor type 1	Postoperative ileus	术后肠梗阻	"537.2, 560.1, 560.31, 777.1, 777.4"	"K31.5, K56.0, K56.3, K56.7, P76.1"
T59604	Growth hormone secretagogue receptor type 1	Type 2 diabetes	2型糖尿病	250	E11
T59626	Leukotriene B4 receptor 1	Allergy	过敏	995.3	T78.4
T59626	Leukotriene B4 receptor 1	Asthma	哮喘		J45
T59626	Leukotriene B4 receptor 1	Cystic fibrosis	囊性纤维化	277	E84
T59626	Leukotriene B4 receptor 1	Human immunodeficiency virus infection	人类免疫缺陷病毒感染	279.3	B20-B26
T59626	Leukotriene B4 receptor 1	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T59626	Leukotriene B4 receptor 1	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T59626	Leukotriene B4 receptor 1	Osteoporosis	骨质疏松症	"733.0, V07.4"	"M80-M81, Z79.890"
T59626	Leukotriene B4 receptor 1	Pancreatic cancer	胰腺癌	"140-199, 140-229, 157, 210-229"	C25
T59626	Leukotriene B4 receptor 1	Psoriasis	银屑病	696	L40
T59626	Leukotriene B4 receptor 1	Renal cancer	肾癌	"140-229, 189"	C64
T59626	Leukotriene B4 receptor 1	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T59631	PD-1	Hematological malignancies	血液恶性肿瘤	200-209	C81-C86
T59631	PD-1	Melanoma	黑色素瘤	172	C43
T59631	PD-1	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T59654	Polo-like kinase 2	Cancer	癌症	140-229	C00-C96
T59679	5-hydroxytryptamine 4 receptor	Alzheimer disease	老年痴呆症	331	G30
T59679	5-hydroxytryptamine 4 receptor	Alzheimer disease; Post-traumatic stress disorder	阿尔茨海默氏病；创伤后应激障碍	"331, 309.81"	"G30, F43.1"
T59679	5-hydroxytryptamine 4 receptor	Atrial fibrillation	心房颤动	"272, 427.31"	"E78, I48"
T59679	5-hydroxytryptamine 4 receptor	Congestive heart failure	充血性心力衰竭	428	I50
T59679	5-hydroxytryptamine 4 receptor	Constipation	便秘	564	K59.0
T59679	5-hydroxytryptamine 4 receptor	Diabetic gastroparesis	糖尿病性胃轻瘫	"250, 536.3"	"E08-E13, K31.8"
T59679	5-hydroxytryptamine 4 receptor	Dyspepsia; Gastro-oesophageal reflux; Irritable bowel syndrome	消化不良;胃食管反流;过敏性肠综合征	"536.8, 530, 564.1, 787.91"	"K30, K21, A09, K58, K59.1"
T59679	5-hydroxytryptamine 4 receptor	Emesis	呕吐	787	R11
T59679	5-hydroxytryptamine 4 receptor	Gastric motility disorder	胃动力障碍		K22.4
T59679	5-hydroxytryptamine 4 receptor	Gastroesophageal reflux disease	胃食管反流病	"140-229, 530"	K21
T59679	5-hydroxytryptamine 4 receptor	Gastrointestinal disease	肠胃疾病		K00-K93
T59679	5-hydroxytryptamine 4 receptor	Gastroparesis	胃轻瘫	536.3	K31.8
T59679	5-hydroxytryptamine 4 receptor	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T59679	5-hydroxytryptamine 4 receptor	Irritable bowel syndrome	过敏性肠综合征	"564.1, 787.91"	"A09, K58, K59.1"
T59679	5-hydroxytryptamine 4 receptor	Neurodegenerative disease	神经退行性疾病	330-337	G30-G32
T59679	5-hydroxytryptamine 4 receptor	Neuropathic pain	神经性疼痛	"356.0, 356.8"	"G64, G90.0"
T59679	5-hydroxytryptamine 4 receptor	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T59679	5-hydroxytryptamine 4 receptor	Parkinson's disease	帕金森氏病	332	G20
T59679	5-hydroxytryptamine 4 receptor	Schizophrenia	精神分裂症	295	F20
T59679	5-hydroxytryptamine 4 receptor	Unspecified	未指定		
T59679	5-hydroxytryptamine 4 receptor	Urinary incontinence	尿失禁	788.3	"N39.3, N39.4, R32"
T59720	Bis(5'-adenosyl)-triphosphatase	Emesis	呕吐	787	R11
T59735	Interferon receptor	Cancer	癌症	140-229	C00-C96
T59735	Interferon receptor	HCV infection	HCV感染	"070.4, 070.5, 070.70"	"B17.1, B18.2"
T59735	Interferon receptor	Human immunodeficiency virus infection	人类免疫缺陷病毒感染	279.3	B20-B26
T59735	Interferon receptor	Viral infections	病毒感染	"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053"	"B01, B02, A60, B00, B27, G05.1, P35.2"
T59845	Serine/threonine protein phosphatase PP1-alpha 1 catalytic subunit	Molluscum contagiosum infection	传染性软体动物感染		B08.1
T59870	Cholesterol absorption	Hypercholesterolemia	高胆固醇血症		E78
T59870	Cholesterol absorption	Hyperlipidaemia	高脂血症	272.0-272.4	E78
T59881	Vasopressin V1b receptor	Anxiety disorder	焦虑症	"300, 311"	"F32, F40-F42"
T59881	Vasopressin V1b receptor	Major depressive disorder	严重抑郁症	"296.2, 296.3, 710.0"	"F32, F33, M32"
T59881	Vasopressin V1b receptor	Major depressive disorder; Anxiety	严重抑郁症;焦虑	300	F40-F42
T59909	Protein prenyltransferase	Cancer	癌症	140-229	C00-C96
T59929	Thymidine phosphorylase	Depression	萧条	311	F30-F39
T59955	Progesterone	Contraception	避孕		Z30
T59955	Progesterone	Metastatic breast cancer	转移性乳腺癌		C50
T59974	Chaperonin	Cerebrovascular ischaemia	脑血管缺血	434.91	I61-I63
T60136	Brain membranes	Epileptic seizures	癫痫发作	"345.9, 780.3"	"G40, P90, R56"
T60182	Glucagon receptor	Diabetes	糖尿病	"253.5, 588.1"	"E23.2, N25.1"
T60182	Glucagon receptor	Hypoglycemia	低血糖症	"250.8, 251.0, 251.1, 251.2, 270.3, 775.6, 962.3"	E16.0-E16.2
T60182	Glucagon receptor	Non-insulin dependent diabetes	非胰岛素依赖型糖尿病		E11.9
T60182	Glucagon receptor	Obesity; Diabetes	肥胖;糖尿病	"250, 278"	"E08-E13, E66"
T60182	Glucagon receptor	Type 1 diabetes	1型糖尿病	250	E10
T60182	Glucagon receptor	Type 2 diabetes	2型糖尿病	250	E11
T60213	Bone morphogenetic protein receptor	Articular cartilage disorders	关节软骨疾病		M24.10
T60213	Bone morphogenetic protein receptor	Prostate cancer	前列腺癌	185	C61
T60213	Bone morphogenetic protein receptor	Renal disease	肾病		N00-N29
T60213	Bone morphogenetic protein receptor	Renal injury	肾损伤		N17.9
T60345	T-cell surface glycoprotein CD3	Acute lymphoblastic leukemia	急性淋巴细胞白血病	"204.0, 556"	C91.0
T60345	T-cell surface glycoprotein CD3	Acute lymphoblastic leukemia; Acute myeloid lymphoma	急性淋巴细胞白血病；急性骨髓淋巴瘤	"204.0, 556"	"C91.0, C92.0"
T60345	T-cell surface glycoprotein CD3	Type 1 diabetes	1型糖尿病	250	E10
T60366	Ornithine decarboxylase	African trypanosomiasis	非洲锥虫病	86.5	B56
T60366	Ornithine decarboxylase	Burns and burn infection	烧伤和烧伤感染	001-139	A00-B99
T60366	Ornithine decarboxylase	Head and neck cancer	头颈癌	"140-149, 140-229"	"C07-C14, C32-C33"
T60405	mRNA of RAF proto-oncogene serine/threonine-protein kinase	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T60405	mRNA of RAF proto-oncogene serine/threonine-protein kinase	Cancer	癌症	140-229	C00-C96
T60405	mRNA of RAF proto-oncogene serine/threonine-protein kinase	Diabetic macular edema; Diabetic retinopathy	糖尿病性黄斑水肿；糖尿病性视网膜病变	"250, 250.5, 362.0-362.2, 362.01, 362.07, 362.53, 782.3"	"E08-E13, E08.3, E09.3, E10.3, E11.3, E13.3, H35-H35.2, H35.8, H36"
T60405	mRNA of RAF proto-oncogene serine/threonine-protein kinase	Melanoma	黑色素瘤	172	C43
T60405	mRNA of RAF proto-oncogene serine/threonine-protein kinase	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T60433	T-cell surfaceglycoprotein CD1a	Aplastic anemia	再生障碍性贫血	284	D60-D61
T60514	Platelet glycoprotein VI	Arteriosclerosis	动脉硬化	440	I70
T60526	L-selectin	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T60526	L-selectin	Psoriasis	银屑病	696	L40
T60529	Prostaglandin G/H synthase 1	Acne vulgaris; Dermatitis	寻常痤疮;皮炎	"706.1, 692.9"	"L70.0, L20-L30"
T60529	Prostaglandin G/H synthase 1	Colorectal cancer	大肠癌	"153, 154"	C18-C21
T60529	Prostaglandin G/H synthase 1	Diabetic neuropathy	糖尿病性神经病	"250, 250.6, 356.0, 356.8"	E11.40
T60529	Prostaglandin G/H synthase 1	Dietary shortage	饮食不足	260-269	E40-E46
T60529	Prostaglandin G/H synthase 1	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T60529	Prostaglandin G/H synthase 1	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T60529	Prostaglandin G/H synthase 1	Miosis during ocular surgery; Dysmenorrhea	眼科手术中的瞳孔缩小；痛经	"379.42, 625.3"	"H57.03, N94.4-N94.6"
T60529	Prostaglandin G/H synthase 1	Neuropathic pain	神经性疼痛	"356.0, 356.8"	"G64, G90.0"
T60529	Prostaglandin G/H synthase 1	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T60529	Prostaglandin G/H synthase 1	Postoperative inflammation	术后炎症	998	T81
T60529	Prostaglandin G/H synthase 1	Rheumatold arthritis; Osteoarthritis	类风湿关节炎；骨关节炎	"714, 715"	"M05-M06, M15-M19, M47"
T60529	Prostaglandin G/H synthase 1	Ulcerative colitis	溃疡性结肠炎	556	K51
T60606	Thyrotropin receptor	Diagnostic test to differentiate primary and secondary hypothyroidism	区分原发性和继发性甲状腺功能减退的诊断测试		W88
T60606	Thyrotropin receptor	Thyroid cancer	甲状腺癌	"140-229, 193"	C73
T60606	Thyrotropin receptor	Thyroid cancer diagnosis	甲状腺癌的诊断	193	C73
T60628	Kappa myeloma antigen (KMA)	Hematological malignancies	血液恶性肿瘤	200-209	C81-C86
T60631	Proto-oncogene tyrosine-protein kinase receptor ret	Cancer	癌症	140-229	C00-C96
T60631	Proto-oncogene tyrosine-protein kinase receptor ret	Neurodegenerative disease	神经退行性疾病	330-337	G30-G32
T60631	Proto-oncogene tyrosine-protein kinase receptor ret	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T60631	Proto-oncogene tyrosine-protein kinase receptor ret	Thyroid cancer	甲状腺癌	"140-229, 193"	C73
T60636	Alpha-ketoglutarate dehydrogenase	Hematological malignancies	血液恶性肿瘤	200-209	C81-C86
T60693	Kappa-type opioid receptor	Alcohol use disorders	饮酒障碍	303	F10.2
T60693	Kappa-type opioid receptor	Bipolar disorder	双相情感障碍	"296.0, 296.1, 296.4, 296.5, 296.6, 296.7, 296.8, 300"	"F31, F40-F42"
T60693	Kappa-type opioid receptor	Diarrhea-predominant IBS	腹泻为主的IBS	564.1	K58.0
T60693	Kappa-type opioid receptor	Erythema	红斑	695	L51-L54
T60693	Kappa-type opioid receptor	Inflammatory bowel disease	炎症性肠病	"555, 556"	"K50, K51"
T60693	Kappa-type opioid receptor	Neurodegenerative disease	神经退行性疾病	330-337	G30-G32
T60693	Kappa-type opioid receptor	Obesity	肥胖	278	E66
T60693	Kappa-type opioid receptor	Opiate dependence	阿片类药物依赖性	304	F11
T60693	Kappa-type opioid receptor	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T60693	Kappa-type opioid receptor	Substance dependence	物质依赖		F10-F19
T60693	Kappa-type opioid receptor	Unspecified	未指定		
T60724	Sclerostin	Metabolic bone disease	代谢性骨病		"E50-E64, E70-E90"
T60724	Sclerostin	Osteopenia	骨质减少	733.9	M85.8
T60724	Sclerostin	Osteoporosis	骨质疏松症	"733.0, V07.4"	"M80-M81, Z79.890"
T60724	Sclerostin	Postmenopausal osteoporosis	绝经后骨质疏松	733	M80-M81
T60810	Cell mediated immunity response	Bordetella pertussis infection	百日咳博德特氏菌感染		A37.0
T60810	Cell mediated immunity response	HBV infection	乙肝病毒感染	070.2-070.3	"B16, B18.0, B18.1"
T60810	Cell mediated immunity response	Hepatitis E virus infection	戊型肝炎病毒感染		B17.2
T60810	Cell mediated immunity response	HIV-1 infection	HIV-1感染	"001-139, 042"	B20-B24
T60810	Cell mediated immunity response	Human immunodeficiency virus infection	人类免疫缺陷病毒感染	279.3	B20-B26
T60810	Cell mediated immunity response	Infections	传染病	001-139	A00-B99
T60810	Cell mediated immunity response	Influenza A virus H5N1	甲型流感病毒H5N1	"487, 488"	"J10, J11"
T60810	Cell mediated immunity response	Influenza virus	流感病毒		J11.1
T60810	Cell mediated immunity response	Leishmania infection	利什曼原虫感染		B55.0
T60810	Cell mediated immunity response	Malaria	疟疾		B54
T60810	Cell mediated immunity response	Vaccination	预防接种		
T60857	Aldo-keto reductase family 1 member C3	Prostate cancer	前列腺癌	185	C61
T60873	FK506 binding protein	Cancer	癌症	140-229	C00-C96
T60873	FK506 binding protein	Hyperuricosuria	尿酸尿过多		E79
T60873	FK506 binding protein	Psoriasis	银屑病	696	L40
T60930	Insulin-like growth factor-1 ligand	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T61033	Ciliary neurotrophic factor receptor alpha	Obesity	肥胖	278	E66
T61033	Ciliary neurotrophic factor receptor alpha	Ocular inflammation	眼部炎症	370.33	H16.229
T61052	Binding to a specific neuroepithelial receptor	Premenstrual syndrome	经前综合症		N94.3
T61142	Neutrophil adhesion	Asthma	哮喘		J45
T61339	Alpha-glucosidase	Unspecified	未指定		
