Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04630:Jak-STAT signaling pathway	17	3.9170506912442393	0.002097170727197426	Q9UDL5, P24385, P40933, P48736, P35225, P05113, P60568, Q07817, O00329, O60674, P42338, P04141, P42336, P22301, P48357, P40763, P11309	342	145	6879	2.358197217180883	0.3995930521136175	0.00480115072739129	2.6785707047528806
REACTOME_PATHWAY	R-HSA-512988:R-HSA-512988	6	1.3824884792626728	0.0023680258461143094	P05113, O00329, O60674, P04141, P42338, P42336	368	24	9075	6.16508152173913	0.7947891204240892	0.04424059055448171	3.4905886822944265
REACTOME_PATHWAY	R-HSA-5637810:R-HSA-5637810	5	1.1520737327188941	0.002518692007726017	P42336, Q9GZX1, P01133, P01116, P01111	368	15	9075	8.220108695652174	0.8144829816536123	0.045716693792724694	3.708784421142408
REACTOME_PATHWAY	R-HSA-2162123:R-HSA-2162123	5	1.1520737327188941	0.002518692007726017	O14684, O60760, Q5T7T7, P35354, Q9UII3	368	15	9075	8.220108695652174	0.8144829816536123	0.045716693792724694	3.708784421142408
REACTOME_PATHWAY	R-HSA-168638:R-HSA-168638	7	1.6129032258064515	0.002921769610877961	Q96T22, Q7KYX7, P53778, Q2XNF2, Q9UEQ3, O15264, O15111	368	36	9075	4.7950634057971016	0.8583787355715762	0.05145590195427596	4.290262796275302
REACTOME_PATHWAY	R-HSA-392451:R-HSA-392451	8	1.8433179723502304	0.002937630780570374	P05113, P60568, O00329, O60674, P04141, P42338, P42336, P48736	368	48	9075	4.110054347826087	0.8598756911497584	0.05040191853712228	4.313076911612002
KEGG_PATHWAY	hsa00380:Tryptophan metabolism	8	1.8433179723502304	0.00312771374288536	P05177, Q06278, P04798, P27338, P21397, P04040, P49419, O15229	342	40	6879	4.02280701754386	0.5329063512675186	0.007089010669923401	3.9704090819001614
REACTOME_PATHWAY	R-HSA-180336:R-HSA-180336	4	0.9216589861751152	0.00315610930213437	Q9GZX1, P01133, P01116, P01111	368	8	9075	12.33016304347826	0.8789576764707806	0.052704289932728465	4.626812287749182
KEGG_PATHWAY	hsa04540:Gap junction	12	2.7649769585253456	0.0039245609647986564	P04049, P17252, P28482, Q9GZX1, P27361, P01133, Q02750, P06493, P01116, Q13164, P01127, P01111	342	88	6879	2.742822966507177	0.6153973631678349	0.008808609945734514	4.958430602358299
REACTOME_PATHWAY	R-HSA-1482788:R-HSA-1482788	6	1.3824884792626728	0.004071750151517119	Q9UNK4, P39877, Q9NZK7, Q9BZM2, P04054, O15496	368	27	9075	5.480072463768116	0.9344853576831524	0.06586754904446102	5.931259867412109
REACTOME_PATHWAY	R-HSA-198753:R-HSA-198753	5	1.1520737327188941	0.004119083380714322	P51812, P28482, P27361, Q2XNF2, Q13164	368	17	9075	7.253037084398977	0.9365326853450613	0.06503811753137967	5.9982373651308425
REACTOME_PATHWAY	R-HSA-881907:R-HSA-881907	4	0.9216589861751152	0.0045931331328043995	P51812, P28482, P27361, Q13164	368	9	9075	10.96014492753623	0.9538233462692673	0.07060456558236727	6.666577063654788
REACTOME_PATHWAY	R-HSA-428790:R-HSA-428790	4	0.9216589861751152	0.0045931331328043995	P11166, P11168, P14672, P11169	368	9	9075	10.96014492753623	0.9538233462692673	0.07060456558236727	6.666577063654788
REACTOME_PATHWAY	R-HSA-2428933:R-HSA-2428933	4	0.9216589861751152	0.0045931331328043995	P08069, Q9UC68, P01116, P01111	368	9	9075	10.96014492753623	0.9538233462692673	0.07060456558236727	6.666577063654788
REACTOME_PATHWAY	R-HSA-111458:R-HSA-111458	3	0.6912442396313364	0.00476229608806741	P99999, Q9UJ65, Q9UEQ3	368	3	9075	24.66032608695652	0.9587792234049839	0.07147543202503992	6.903996141545255
REACTOME_PATHWAY	R-HSA-265473:R-HSA-265473	3	0.6912442396313364	0.00476229608806741	Q9H222, Q9H221, Q9UHC9	368	3	9075	24.66032608695652	0.9587792234049839	0.07147543202503992	6.903996141545255
REACTOME_PATHWAY	R-HSA-2559582:R-HSA-2559582	12	2.7649769585253456	0.004807159397035287	Q9UCR9, P05412, P51812, P11802, P28482, Q04206, P27361, Q13164, P19838, P24941, P01100, P40763	368	110	9075	2.6902173913043477	0.9600019923660397	0.07054547837496372	6.966866866137167
REACTOME_PATHWAY	R-HSA-5674135:R-HSA-5674135	7	1.6129032258064515	0.005027403126169896	P04049, H0Y4K8, P28482, P27361, Q02750, P01116, P01111	368	40	9075	4.315557065217392	0.9654992931284783	0.07208693689246348	7.274938562954858
KEGG_PATHWAY	hsa05143:African trypanosomiasis	7	1.6129032258064515	0.005043335500672379	P05362, P17252, P22301, P00739, P01375, P16581, P01584	342	33	6879	4.266613503455608	0.7073070985323456	0.01120855788275632	6.329791220015246
KEGG_PATHWAY	hsa05020:Prion diseases	7	1.6129032258064515	0.005874354016822448	P46531, Q9UCZ6, P28482, P06241, P27361, Q02750, P01584	342	34	6879	4.141124871001032	0.761092120970187	0.012930915607480276	7.336585936519702
KEGG_PATHWAY	hsa04923:Regulation of lipolysis in adipocytes	9	2.0737327188940093	0.005933607816500292	P25929, O00329, P42338, Q5T7T7, P42336, P35354, P48736, P06213, P35568	342	56	6879	3.2326127819548867	0.7645275676438755	0.012943978091091601	7.407990298099154
KEGG_PATHWAY	hsa00565:Ether lipid metabolism	8	1.8433179723502304	0.006158864675737506	Q9UNK4, P39877, Q9NZK7, Q9BZM2, Q16880, P04054, O15496, Q5R387	342	45	6879	3.575828460038986	0.7771445263885586	0.0133144238689471	7.678975152484435
REACTOME_PATHWAY	R-HSA-1236382:R-HSA-1236382	5	1.1520737327188941	0.006293174339599293	P42336, Q9GZX1, P01133, P01116, P01111	368	19	9075	6.489559496567506	0.985259020888111	0.08759983526454163	9.027089548953338
REACTOME_PATHWAY	R-HSA-74749:R-HSA-74749	4	0.9216589861751152	0.006366553957609651	P28482, P27361, P06213, P35568	368	10	9075	9.86413043478261	0.9859685466983393	0.08677739669115525	9.127711990484533
REACTOME_PATHWAY	R-HSA-110056:R-HSA-110056	4	0.9216589861751152	0.006366553957609651	O60674, P27361, Q02750, P06493	368	10	9075	9.86413043478261	0.9859685466983393	0.08677739669115525	9.127711990484533
REACTOME_PATHWAY	R-HSA-1482839:R-HSA-1482839	6	1.3824884792626728	0.006508932843880264	Q9UNK4, P39877, Q9NZK7, Q9BZM2, P04054, O15496	368	30	9075	4.932065217391305	0.9872494281369599	0.08687156294301746	9.322654056976686
REACTOME_PATHWAY	R-HSA-194223:R-HSA-194223	5	1.1520737327188941	0.007619768537616925	P02649, Q9UN09, Q9BXL1, P04180, Q8WTV0	368	20	9075	6.165081521739131	0.993960878901025	0.09902290613930542	10.83023937189086
KEGG_PATHWAY	hsa04110:Cell cycle	14	3.225806451612903	0.008182079474424111	P06400, P24385, Q9NZD0, Q9HCQ8, P49841, P24941, P06493, P00519, Q13315, P14635, Q13535, Q9UME3, P24522, P11802	342	124	6879	2.2709394453876626	0.8641798840466013	0.017512313896107967	10.080315283084484
REACTOME_PATHWAY	R-HSA-2586552:R-HSA-2586552	4	0.9216589861751152	0.00849431658790422	O60674, P48357, P35568, P40763	368	11	9075	8.967391304347826	0.996648810989191	0.10771420643998597	12.000650759888941
REACTOME_PATHWAY	R-HSA-1483166:R-HSA-1483166	6	1.3824884792626728	0.008610953285083673	Q9UNK4, P39877, Q9NZK7, Q9BZM2, P04054, O15496	368	32	9075	4.623811141304348	0.9969020835110352	0.10709493119152336	12.155658033534733
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	12	2.7649769585253456	0.008854012459755338	P35408, O00329, P35367, P42338, P18054, P17252, P42336, P48736, P53778, Q2XNF2, O15264, P01584	342	98	6879	2.4629430719656282	0.8848024087599422	0.018778518785023235	10.864990713355338
REACTOME_PATHWAY	R-HSA-1810476:R-HSA-1810476	5	1.1520737327188941	0.009117901745517682	Q15653, P25963, Q04206, P19838, O15111	368	21	9075	5.871506211180124	0.9977986749055155	0.11100816378481948	12.826423953603182
REACTOME_PATHWAY	R-HSA-381426:R-HSA-381426	5	1.1520737327188941	0.009117901745517682	Q9UC68, P08253, P17936, Q9UCA1, P03956	368	21	9075	5.871506211180124	0.9977986749055155	0.11100816378481948	12.826423953603182
KEGG_PATHWAY	hsa04916:Melanogenesis	12	2.7649769585253456	0.010252864672523784	P04049, Q9P2Y8, P05305, P49841, P17252, P28482, P27361, Q02750, P01116, P35222, P01111, P14679	342	100	6879	2.4136842105263154	0.9182677259182458	0.021541178895276625	12.478326672770157
REACTOME_PATHWAY	R-HSA-69273:R-HSA-69273	5	1.1520737327188941	0.010795648781065656	P14635, O14980, P06493, P24941, Q08050	368	22	9075	5.604619565217392	0.9992903241246458	0.12786033533250574	15.012393823133207
REACTOME_PATHWAY	R-HSA-73817:R-HSA-73817	4	0.9216589861751152	0.010990478249723564	P20839, P22234, P12268, P49915	368	12	9075	8.220108695652174	0.9993778202960596	0.12777592243964686	15.262898594075269
REACTOME_PATHWAY	R-HSA-73621:R-HSA-73621	4	0.9216589861751152	0.010990478249723564	Q8TCD5, Q9NPB1, P21589, Q9BXI3	368	12	9075	8.220108695652174	0.9993778202960596	0.12777592243964686	15.262898594075269
REACTOME_PATHWAY	R-HSA-2219530:R-HSA-2219530	8	1.8433179723502304	0.011131267880268974	O00329, P42338, P42336, Q9GZX1, P06241, P01133, P35568, P01127	368	61	9075	3.234141126158232	0.9994342628286175	0.12711580253509658	15.443491779388928
KEGG_PATHWAY	hsa00480:Glutathione metabolism	8	1.8433179723502304	0.012198642348877327	P59796, P09211, P00390, P22352, P11926, P18283, P07203, P36969	342	51	6879	3.155142758857929	0.9493339145969449	0.02538347606086	14.677670080910532
REACTOME_PATHWAY	R-HSA-1660499:R-HSA-1660499	6	1.3824884792626728	0.012577880355667521	O00329, O00443, P42338, P42336, O00750, P48736	368	35	9075	4.227484472049689	0.9997872326413242	0.14014172517890022	17.27839418830184
KEGG_PATHWAY	hsa04270:Vascular smooth muscle contraction	13	2.995391705069124	0.012798406416738729	P17252, Q02750, P04054, P27361, O15496, Q9UNK4, P04049, P39877, Q9NZK7, Q9BZM2, P28482, Q5R387, A8MYU2	342	117	6879	2.2348927875243665	0.9562859542540075	0.026398182199221076	15.345240093498692
REACTOME_PATHWAY	R-HSA-5668599:R-HSA-5668599	4	0.9216589861751152	0.013865567332333769	P04839, Q9Y5S8, Q8NEB9, Q9HBY0	368	13	9075	7.587792642140468	0.9999110122293805	0.15094539896805648	18.88038480547216
REACTOME_PATHWAY	R-HSA-198323:R-HSA-198323	4	0.9216589861751152	0.013865567332333769	P49841, P49840, Q9UEQ3, O15111	368	13	9075	7.587792642140468	0.9999110122293805	0.15094539896805648	18.88038480547216
REACTOME_PATHWAY	R-HSA-933542:R-HSA-933542	5	1.1520737327188941	0.014718884705092477	Q15653, P25963, Q04206, P19838, O15111	368	24	9075	5.137567934782608	0.9999500901694335	0.1569937494575655	19.925981197157007
REACTOME_PATHWAY	R-HSA-1257604:R-HSA-1257604	9	2.0737327188940093	0.016294796527181833	O00329, P42338, P42336, Q9GZX1, P06241, P01133, P42345, P35568, P01127	368	81	9075	2.740036231884058	0.9999828683548436	0.16973461217228691	21.824006844819664
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	15	3.4562211981566824	0.01638979118982002	P24385, P17252, P35354, P27361, Q02750, Q13164, P28907, P04049, P05412, P28482, Q9GZX1, Q14434, P01116, P01100, P01111	342	150	6879	2.01140350877193	0.9819700008563651	0.03345895244574559	19.242860773719006
REACTOME_PATHWAY	R-HSA-5674400:R-HSA-5674400	5	1.1520737327188941	0.01697707794388796	P49841, P42345, P49840, Q9UEQ3, O15111	368	25	9075	4.932065217391304	0.9999892225820706	0.17356523365011423	22.632649401003334
REACTOME_PATHWAY	R-HSA-5673000:R-HSA-5673000	5	1.1520737327188941	0.01697707794388796	P04049, O60674, Q02750, P01116, P01111	368	25	9075	4.932065217391304	0.9999892225820706	0.17356523365011423	22.632649401003334
REACTOME_PATHWAY	R-HSA-162658:R-HSA-162658	4	0.9216589861751152	0.0171269166523772	P14635, P28482, P27361, P06493	368	14	9075	7.045807453416148	0.9999902660052362	0.17236120859337067	22.809190195320028
REACTOME_PATHWAY	R-HSA-4419969:R-HSA-4419969	4	0.9216589861751152	0.020778972813529143	P14635, P20700, P17252, P06493	368	15	9075	6.576086956521739	0.9999991902926355	0.20246963505891358	26.997566912681638
REACTOME_PATHWAY	R-HSA-140534:R-HSA-140534	4	0.9216589861751152	0.020778972813529143	Q96T22, O14763, Q5VZI8, P50591	368	15	9075	6.576086956521739	0.9999991902926355	0.20246963505891358	26.997566912681638
KEGG_PATHWAY	hsa04977:Vitamin digestion and absorption	5	1.1520737327188941	0.021361591599145278	Q9UQ99, Q13787, P50120, P16233, Q8WTV0	342	22	6879	4.571371610845295	0.9947373036923436	0.04313539515772413	24.36573864092182
REACTOME_PATHWAY	R-HSA-2428928:R-HSA-2428928	3	0.6912442396313364	0.021958821462495573	P08069, Q9UC68, P35568	368	6	9075	12.33016304347826	0.9999996381157158	0.2097671579754733	28.30469191964574
KEGG_PATHWAY	hsa00232:Caffeine metabolism	3	0.6912442396313364	0.02217651514027887	P05177, P47989, Q4VAU1	342	5	6879	12.06842105263158	0.9957017399980312	0.04439714406745687	25.17623786305636
REACTOME_PATHWAY	R-HSA-3371453:R-HSA-3371453	8	1.8433179723502304	0.022500858472041387	Q96EB6, Q13315, P34932, Q13535, P49841, P0DMV8, P28482, P27361	368	70	9075	2.8183229813664594	0.9999997501122594	0.21143088263287202	28.89784938549812
KEGG_PATHWAY	hsa04520:Adherens junction	9	2.0737327188940093	0.023449151533412774	P08069, P08581, P28482, Q9GZX1, P06241, P27361, P06213, P35222, P18031	342	71	6879	2.549666419570052	0.9968677862613076	0.046535435914678125	26.425949567468965
KEGG_PATHWAY	hsa04922:Glucagon signaling pathway	11	2.5345622119815667	0.02426550649128937	Q6ZMR3, Q96EB6, P11166, P01275, P11168, Q641R5, P11217, P11216, Q96E76, Q9BYZ2, Q9UDE8	342	99	6879	2.2348927875243665	0.9974438111872282	0.04775048153183159	27.217429416778927
REACTOME_PATHWAY	R-HSA-1963640:R-HSA-1963640	4	0.9216589861751152	0.024823583152192765	Q9GZX1, P01133, P01116, P01111	368	16	9075	6.16508152173913	0.9999999489999135	0.2276595457168995	31.388149136243094
KEGG_PATHWAY	hsa04611:Platelet activation	13	2.995391705069124	0.027214683637659793	O00329, P17301, P42338, Q5T7T7, P42336, P28482, P48736, P06241, Q2XNF2, P27361, P53778, Q14434, O15264	342	130	6879	2.01140350877193	0.9987750098629727	0.05305167271160349	30.01175052787197
KEGG_PATHWAY	hsa04730:Long-term depression	8	1.8433179723502304	0.027909154245204744	P08069, P04049, P17252, P28482, P27361, Q02750, P01116, P01111	342	60	6879	2.68187134502924	0.998970170404144	0.053960220626502076	30.655191883270206
REACTOME_PATHWAY	R-HSA-1912408:R-HSA-1912408	5	1.1520737327188941	0.028102214335823356	P46531, P24385, P05412, Q04721, Q9NZD0	368	29	9075	4.251780359820089	0.9999999946228038	0.25061431598463846	34.76503353195605
KEGG_PATHWAY	hsa05016:Huntington's disease	17	3.9170506912442393	0.028374865807360497	P47985, Q9NZD0, Q06055, Q00059, Q9B2X7, P30405, P99999, Q9UCZ6, Q96T22, P06576, P21980, Q9BYY7, P42574, P08047, P36542, Q9UEQ3, Q9UJ65	342	192	6879	1.7809301900584793	0.9990833701650289	0.05442158058130864	31.08362109027284
REACTOME_PATHWAY	R-HSA-210745:R-HSA-210745	4	0.9216589861751152	0.029260261674646987	P52945, P11168, Q6B4V6, Q14541	368	17	9075	5.802429667519181	0.9999999975751998	0.25627381211241307	35.92024330850718
REACTOME_PATHWAY	R-HSA-448706:R-HSA-448706	3	0.6912442396313364	0.029929044384151282	Q04206, P19838, P01584	368	7	9075	10.568711180124224	0.9999999984698317	0.2580684973149602	36.57866143035999
REACTOME_PATHWAY	R-HSA-112412:R-HSA-112412	3	0.6912442396313364	0.029929044384151282	P01116, P35568, P01111	368	7	9075	10.568711180124224	0.9999999984698317	0.2580684973149602	36.57866143035999
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	18	4.147465437788019	0.031066466634778085	H0Y4K8, P48736, P27361, Q02750, Q9UCA1, P04049, O00329, P17301, Q05397, P42338, P42336, Q9GZX1, P28482, P01133, P11215, P01116, P01127, P01111	342	210	6879	1.7240601503759396	0.9995328689778729	0.05904907421799188	33.512273503122415
REACTOME_PATHWAY	R-HSA-2559585:R-HSA-2559585	5	1.1520737327188941	0.03142425764244769	Q9NZD0, P11802, P28482, P27361, P08047	368	30	9075	4.110054347826087	0.9999999994539445	0.2658969038793857	38.02793294991472
REACTOME_PATHWAY	R-HSA-2424491:R-HSA-2424491	5	1.1520737327188941	0.03142425764244769	P42338, P42336, P06241, P01116, P01111	368	30	9075	4.110054347826087	0.9999999994539445	0.2658969038793857	38.02793294991472
REACTOME_PATHWAY	R-HSA-445989:R-HSA-445989	5	1.1520737327188941	0.03142425764244769	Q15653, P25963, Q04206, P19838, O15111	368	30	9075	4.110054347826087	0.9999999994539445	0.2658969038793857	38.02793294991472
REACTOME_PATHWAY	R-HSA-111465:R-HSA-111465	4	0.9216589861751152	0.03408643531265815	Q96T22, Q05397, P42574, Q96BA0	368	18	9075	5.480072463768115	0.9999999999131518	0.28176260112101303	40.53208643169902
REACTOME_PATHWAY	R-HSA-210993:R-HSA-210993	4	0.9216589861751152	0.03408643531265815	P42338, P42336, P01116, P01111	368	18	9075	5.480072463768115	0.9999999999131518	0.28176260112101303	40.53208643169902
KEGG_PATHWAY	hsa00330:Arginine and proline metabolism	7	1.6129032258064515	0.035883646200884495	P12277, P27338, P11926, P21397, Q14434, P49419, Q9UD42	342	50	6879	2.8159649122807013	0.9998608586346158	0.0675329081266195	37.66273526858783
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	17	3.9170506912442393	0.036283061309556636	P25963, P48736, P27361, Q02750, P19838, P04049, P13569, P05412, P25929, O00329, P42338, Q9BYY7, P42336, O15439, Q04206, P28482, P01100	342	198	6879	1.726962608541556	0.9998741866717742	0.06775703555785662	37.995905006751684
KEGG_PATHWAY	hsa04623:Cytosolic DNA-sensing pathway	8	1.8433179723502304	0.03800582253579566	Q9UHD2, P02778, Q15653, P25963, Q04206, P19838, O15111, P01584	342	64	6879	2.5142543859649122	0.999918547623882	0.07038830331384982	39.41419595762948
REACTOME_PATHWAY	R-HSA-1250196:R-HSA-1250196	4	0.9216589861751152	0.03929767174528147	Q9GZX1, P01133, P01116, P01111	368	19	9075	5.191647597254005	0.9999999999976593	0.314214987385399	45.16296914249567
REACTOME_PATHWAY	R-HSA-381340:R-HSA-381340	8	1.8433179723502304	0.0401151345320236	P14672, P06858, P11802, Q04206, P01375, Q12772, P19838, Q6PJ36	368	79	9075	2.4972482113373693	0.9999999999986745	0.3160361139745014	45.858090326646476
KEGG_PATHWAY	hsa04720:Long-term potentiation	8	1.8433179723502304	0.04385110383430247	P04049, P51812, P17252, P28482, P27361, Q02750, P01116, P01111	342	66	6879	2.4380648591174903	0.9999814773422172	0.08040263598114084	44.00637555068943
REACTOME_PATHWAY	R-HSA-381771:R-HSA-381771	4	0.9216589861751152	0.044887889959758454	Q99626, P01275, P27487, P35222	368	20	9075	4.932065217391305	0.9999999999999526	0.3431236049311699	49.755135342710034
REACTOME_PATHWAY	R-HSA-69416:R-HSA-69416	3	0.6912442396313364	0.04864199120620796	Q96T22, O14763, P50591	368	9	9075	8.220108695652174	0.9999999999999966	0.3624554919454974	52.63475509412535
REACTOME_PATHWAY	R-HSA-74751:R-HSA-74751	3	0.6912442396313364	0.04864199120620796	P01116, P06213, P01111	368	9	9075	8.220108695652174	0.9999999999999966	0.3624554919454974	52.63475509412535
REACTOME_PATHWAY	R-HSA-3371378:R-HSA-3371378	3	0.6912442396313364	0.04864199120620796	Q96T22, O14763, P50591	368	9	9075	8.220108695652174	0.9999999999999966	0.3624554919454974	52.63475509412535
REACTOME_PATHWAY	R-HSA-69541:R-HSA-69541	3	0.6912442396313364	0.04864199120620796	Q13315, Q9NZD0, Q9HCQ8	368	9	9075	8.220108695652174	0.9999999999999966	0.3624554919454974	52.63475509412535
REACTOME_PATHWAY	R-HSA-198203:R-HSA-198203	3	0.6912442396313364	0.04864199120620796	P42338, P42336, P35568	368	9	9075	8.220108695652174	0.9999999999999966	0.3624554919454974	52.63475509412535
REACTOME_PATHWAY	R-HSA-5218900:R-HSA-5218900	3	0.6912442396313364	0.04864199120620796	Q96T22, O14763, P50591	368	9	9075	8.220108695652174	0.9999999999999966	0.3624554919454974	52.63475509412535
REACTOME_PATHWAY	R-HSA-445144:R-HSA-445144	4	0.9216589861751152	0.05084955466102059	P28482, Q9GZX1, P27361, Q02750	368	21	9075	4.697204968944099	0.9999999999999992	0.37175231438657175	54.25539009900522
REACTOME_PATHWAY	R-HSA-5218921:R-HSA-5218921	4	0.9216589861751152	0.05084955466102059	P35968, P17252, P01116, P01111	368	21	9075	4.697204968944099	0.9999999999999992	0.37175231438657175	54.25539009900522
KEGG_PATHWAY	hsa00230:Purine metabolism	15	3.4562211981566824	0.053681843763086726	Q8TCD5, Q9NPB1, P20839, P00491, P22234, P47989, P27707, P49902, P21589, P12268, P49915, Q96E76, Q9BXI3, Q96P26, Q969T7	342	176	6879	1.7142643540669855	0.9999984967439923	0.09728664032546475	51.01184038823009
REACTOME_PATHWAY	R-HSA-383280:R-HSA-383280	6	1.3824884792626728	0.05411386390697623	P10275, Q92731, Q6B4V6, Q14541, P55055, Q9UJ26	368	51	9075	2.901214833759591	0.9999999999999999	0.38675178029348645	56.557208336306594
KEGG_PATHWAY	hsa04973:Carbohydrate digestion and absorption	6	1.3824884792626728	0.05502273845602667	P11168, O00329, P42338, P52789, P42336, P48736	342	42	6879	2.8734335839599	0.9999989349006893	0.09894156751974159	51.90201745846714
KEGG_PATHWAY	hsa04666:Fc gamma R-mediated phagocytosis	9	2.0737327188940093	0.05556329598707091	P04049, O00329, P42338, P17252, P42336, P28482, P48736, P27361, Q02750	342	84	6879	2.1550751879699246	0.9999990731611611	0.09917769826209955	52.25663620674648
REACTOME_PATHWAY	R-HSA-5628897:R-HSA-5628897	8	1.8433179723502304	0.05581895332134937	P99999, Q9NZD0, Q9NX09, P00390, P18283, P58004, P42345, Q9UJU4	368	85	9075	2.3209718670076724	1.0	0.3924298346600551	57.71611749435913
REACTOME_PATHWAY	R-HSA-912631:R-HSA-912631	4	0.9216589861751152	0.05717385558918046	O00329, P42338, P42336, P06241	368	22	9075	4.483695652173913	1.0	0.3960100045127867	58.61637018479789
KEGG_PATHWAY	hsa01130:Biosynthesis of antibiotics	17	3.9170506912442393	0.06076103249381647	Q99868, Q14534, Q96C23, P11926, O76062, P04040, P04035, Q6ZMR3, P14324, Q15738, P22234, P52789, O75845, Q96E76, Q9BYZ2, P49419, Q9UDE8	342	212	6879	1.6129179079774907	0.9999997575663523	0.10745259784954286	55.54546966620304
REACTOME_PATHWAY	R-HSA-5675221:R-HSA-5675221	5	1.1520737327188941	0.06597959176704021	P04049, P28482, P27361, P01116, P01111	368	38	9075	3.244779748283753	1.0	0.4385094733849021	64.04524898432038
REACTOME_PATHWAY	R-HSA-202733:R-HSA-202733	6	1.3824884792626728	0.06616445776920962	H0Y4K8, Q13787, P06241, P16581, P11215, Q9UCA1	368	54	9075	2.740036231884058	1.0	0.4353779497280301	64.15174805139856
REACTOME_PATHWAY	R-HSA-180292:R-HSA-180292	3	0.6912442396313364	0.07048119139079782	P42336, Q9GZX1, P01133	368	11	9075	6.725543478260869	1.0	0.4526968213165714	66.55643170053128
REACTOME_PATHWAY	R-HSA-1059683:R-HSA-1059683	3	0.6912442396313364	0.07048119139079782	Q9UDL5, O60674, P40763	368	11	9075	6.725543478260869	1.0	0.4526968213165714	66.55643170053128
REACTOME_PATHWAY	R-HSA-376172:R-HSA-376172	3	0.6912442396313364	0.07048119139079782	P53778, Q2XNF2, O15264	368	11	9075	6.725543478260869	1.0	0.4526968213165714	66.55643170053128
REACTOME_PATHWAY	R-HSA-5655291:R-HSA-5655291	3	0.6912442396313364	0.07048119139079782	P42336, P01116, P01111	368	11	9075	6.725543478260869	1.0	0.4526968213165714	66.55643170053128
REACTOME_PATHWAY	R-HSA-5603041:R-HSA-5603041	3	0.6912442396313364	0.07048119139079782	Q5VZI8, O60603, Q15399	368	11	9075	6.725543478260869	1.0	0.4526968213165714	66.55643170053128
REACTOME_PATHWAY	R-HSA-5602498:R-HSA-5602498	3	0.6912442396313364	0.07048119139079782	Q5VZI8, O60603, Q15399	368	11	9075	6.725543478260869	1.0	0.4526968213165714	66.55643170053128
REACTOME_PATHWAY	R-HSA-193368:R-HSA-193368	4	0.9216589861751152	0.07086972812048797	P22680, Q9H2F3, Q9UII3, O95342	368	24	9075	4.110054347826087	1.0	0.45053356957576285	66.76531672800317
REACTOME_PATHWAY	R-HSA-174800:R-HSA-174800	4	0.9216589861751152	0.07086972812048797	P02649, P06858, Q13787, Q53ZD9	368	24	9075	4.110054347826087	1.0	0.45053356957576285	66.76531672800317
REACTOME_PATHWAY	R-HSA-5679090:R-HSA-5679090	2	0.4608294930875576	0.07925036325139993	Q9H222, Q9H221	368	2	9075	24.66032608695652	1.0	0.4854775466829564	70.98515405087595
REACTOME_PATHWAY	R-HSA-114294:R-HSA-114294	2	0.4608294930875576	0.07925036325139993	Q9UCZ6, P55957	368	2	9075	24.66032608695652	1.0	0.4854775466829564	70.98515405087595
REACTOME_PATHWAY	R-HSA-141333:R-HSA-141333	2	0.4608294930875576	0.07925036325139993	P27338, P21397	368	2	9075	24.66032608695652	1.0	0.4854775466829564	70.98515405087595
REACTOME_PATHWAY	R-HSA-5638303:R-HSA-5638303	2	0.4608294930875576	0.07925036325139993	Q9GZX1, P01133	368	2	9075	24.66032608695652	1.0	0.4854775466829564	70.98515405087595
REACTOME_PATHWAY	R-HSA-111457:R-HSA-111457	2	0.4608294930875576	0.07925036325139993	P99999, Q9NR28	368	2	9075	24.66032608695652	1.0	0.4854775466829564	70.98515405087595
REACTOME_PATHWAY	R-HSA-5679096:R-HSA-5679096	2	0.4608294930875576	0.07925036325139993	Q9H222, Q9H221	368	2	9075	24.66032608695652	1.0	0.4854775466829564	70.98515405087595
REACTOME_PATHWAY	R-HSA-264870:R-HSA-264870	3	0.6912442396313364	0.08237933402023839	Q96T22, P42574, Q96BA0	368	12	9075	6.16508152173913	1.0	0.4952417448043661	72.4281948009613
REACTOME_PATHWAY	R-HSA-202670:R-HSA-202670	3	0.6912442396313364	0.08237933402023839	P28482, P27361, Q13164	368	12	9075	6.16508152173913	1.0	0.4952417448043661	72.4281948009613
REACTOME_PATHWAY	R-HSA-933543:R-HSA-933543	3	0.6912442396313364	0.08237933402023839	Q96T22, Q9Y2U7, O15111	368	12	9075	6.16508152173913	1.0	0.4952417448043661	72.4281948009613
REACTOME_PATHWAY	R-HSA-1989781:R-HSA-1989781	9	2.0737327188940093	0.08684281748536313	P04798, P22680, Q02928, Q9UN09, Q12772, P04035, P08047, Q6PJ36, O60656	368	113	9075	1.9640967679876877	1.0	0.5102952043715703	74.3711067908781
KEGG_PATHWAY	hsa05100:Bacterial invasion of epithelial cells	8	1.8433179723502304	0.09075271576287783	O00329, H0Y4K8, P42338, Q05397, P42336, P08581, P48736, P35222	342	78	6879	2.0629779577147995	0.9999999999088558	0.15738803334987284	70.78280251479862
KEGG_PATHWAY	hsa00340:Histidine metabolism	4	0.9216589861751152	0.09265998338876393	P27338, P21397, P19113, P49419	342	22	6879	3.657097288676236	0.9999999999452825	0.15948582367631348	71.5655763708705
